   6.7992448532   6.9527769312  103  3.79E+00   0.2616970000  -1.6926440000   2.6158030000   0.4326640000  -0.4781440000   1.7866920000   0.2006520000   0.8510900000   9.2848850000  -0.8424870000   1.0921800000   8.7195120000  -1.7455170000   1.5113000000   8.0826230000  -0.0012890000  -0.0091850000   0.0063080000   0.0013180000   0.0091460000  -0.0062530000   0.0579140000  -0.0003600000   0.0234430000  -0.0571590000  -0.0150110000  -0.0140510000  -0.0007830000   0.0154100000  -0.0094480000
   6.7994815680   6.9541160966  468  1.60E+00   1.2946210000   0.9672970000   2.5120850000   0.4050490000   0.0628200000   1.6658100000  -1.4015160000  -0.6771150000   8.3402800000  -0.7666730000   0.0991620000   8.9331720000  -0.1274240000   0.9156680000   9.4770810000   0.0158200000   0.0160900000   0.0150700000  -0.0157610000  -0.0160290000  -0.0150520000   0.0119800000   0.0173720000   0.0094140000  -0.0077670000  -0.0145590000  -0.0032970000  -0.0042730000  -0.0028740000  -0.0061360000
   6.7955561012   6.9513738719 2060  5.11E+00   0.4202600000   0.3936700000   2.0217480000  -0.7671450000  -0.2235120000   1.7980680000   2.3128390000   0.5448540000   7.9823150000   1.4349700000   0.6544400000   8.7360570000   0.4147650000   0.7430040000   9.3533850000  -0.0500570000  -0.0260010000  -0.0094330000   0.0499810000   0.0260040000   0.0094180000  -0.0291450000   0.0012830000   0.0098010000   0.0666380000  -0.0024550000  -0.0188430000  -0.0374170000   0.0011700000   0.0090570000
   6.7986485348   6.9539747640 2263  1.71E+00   0.7484600000   0.1418920000   2.6424430000  -0.0086230000   0.0011250000   1.3861840000  -0.0831890000  -0.1118610000  10.5383870000   0.0727700000   0.2048720000   9.4071380000   0.0244670000   0.6311830000   8.3114780000   0.0042980000   0.0007520000   0.0069800000  -0.0042590000  -0.0008550000  -0.0072440000  -0.0157730000   0.0022720000   0.0202650000   0.0290300000  -0.0083450000  -0.0269310000  -0.0132960000   0.0061750000   0.0069300000
   6.7995163397   6.9541606847 2393  1.90E+00   0.5208310000   1.8179830000   2.6259550000   1.5527970000   0.8663500000   2.4015500000  -2.1147940000  -0.5900420000   8.1276350000  -2.8788950000  -1.3414110000   7.5952120000  -3.5118890000  -2.1565900000   7.0124900000   0.0117500000  -0.0108770000  -0.0025660000  -0.0118080000   0.0108370000   0.0025180000   0.0304070000   0.0183600000   0.0141270000  -0.0268000000   0.0001910000  -0.0014890000  -0.0035490000  -0.0185100000  -0.0125900000
   6.7967583322   6.9505939557 2765  8.93E+00  -0.1759780000  -1.5188900000   5.9914940000  -0.9789610000  -2.1149760000   5.0618560000   2.4552920000   3.2713720000   2.3225280000   1.8130830000   4.1253220000   2.7693160000   1.0838880000   4.9778390000   2.9421220000  -0.0299660000  -0.0221850000  -0.0346700000   0.0299120000   0.0222860000   0.0347450000  -0.0338870000   0.0380980000  -0.0029420000  -0.0208690000   0.0327960000   0.0393000000   0.0548090000  -0.0709950000  -0.0364340000
   6.7981167292   6.9502832588 2962  7.11E+00   0.1507920000  -1.2631220000   3.1985700000   0.4365540000  -1.0970510000   1.6596300000  -0.5745770000   1.5974710000   7.9860510000  -0.7394430000   2.1888520000   8.9869850000  -1.0600860000   3.0055620000   9.7785290000  -0.0073630000  -0.0043740000   0.0396340000   0.0074160000   0.0042230000  -0.0399240000  -0.0127530000   0.0229030000  -0.0012590000   0.0252430000  -0.0430380000   0.0108690000  -0.0125430000   0.0202860000  -0.0093190000
   6.7984456709   6.9543059533 3022  3.20E+00   0.6542530000   0.6627870000   1.8595260000   0.4809120000  -0.6969190000   1.9453600000  -0.7057190000   0.3799190000   8.7125380000  -0.8540180000   1.5181890000   8.4331300000  -1.0961870000   2.6068780000   8.1251780000  -0.0057380000  -0.0449650000   0.0028800000   0.0057370000   0.0450170000  -0.0028220000  -0.0056930000  -0.0105240000   0.0012010000   0.0048050000   0.0473720000  -0.0100080000   0.0008900000  -0.0369000000   0.0087490000
   6.7953548375   6.9528873560 3234  4.68E+00  -1.3062350000  -0.3657540000   2.7026160000  -0.3978060000  -1.3195250000   1.9212440000   0.6766980000   2.3886820000   9.6171120000   0.7364390000   2.6209310000   8.4544890000   0.8395000000   2.9445400000   7.2718950000  -0.0173020000   0.0180510000   0.0148370000   0.0172180000  -0.0182660000  -0.0148900000   0.0009540000  -0.0007350000   0.0297600000  -0.0108180000  -0.0275280000   0.0520970000   0.0099470000   0.0284770000  -0.0818050000
   6.7998188516   6.9524021584 3279  4.33E+00  -0.2194460000  -1.6056800000   2.9542470000  -0.7041970000  -0.8448120000   1.7952870000   0.5647390000   0.8771050000   8.4104740000   1.3253500000   1.8091700000   8.6278650000   1.9710810000   2.7727890000   8.9615860000   0.0021120000  -0.0032660000   0.0049200000  -0.0020410000   0.0033160000  -0.0050940000  -0.0531860000  -0.0555880000  -0.0056610000   0.0267850000   0.0051230000  -0.0178100000   0.0263310000   0.0504140000   0.0236450000
   6.7994589498   6.9508676788 3337  4.19E+00  -0.4151460000  -0.1513320000   1.9205990000  -1.5886280000  -0.9162050000   2.4964210000   2.2977800000   1.9176830000   8.4544480000   2.9702300000   1.8846170000   7.4547460000   3.4326250000   1.9405030000   6.3617540000   0.0182820000   0.0119210000  -0.0089910000  -0.0183520000  -0.0119710000   0.0090190000  -0.0403330000   0.0070980000   0.0367040000   0.0438710000  -0.0139910000  -0.0121840000  -0.0034690000   0.0069430000  -0.0245480000
   6.7973569737   6.9523279718 3455  7.89E+00  -1.0064060000  -1.6434480000   4.0242680000  -0.4257530000  -2.1610370000   2.6376280000   0.9138280000   4.6641380000   8.2051760000   0.7105000000   4.1514720000   7.1347660000   0.7425270000   3.8033280000   6.0134740000  -0.0162550000   0.0144260000   0.0388010000   0.0161860000  -0.0145940000  -0.0387510000   0.0229050000   0.0307110000   0.0383990000  -0.0379460000  -0.0443780000  -0.0422810000   0.0151100000   0.0138360000   0.0038320000
